Type,City,Rooms,Price,lat,lng,type,year,lot size,Driveway,Garage,Basement,Risk Level
House,Westmount,7 Rooms  3+1 Bedrooms  2+2 Bathrooms/Powder rooms  ,1449000,45.48685404,-73.59216034,Two or more storey Semi-detached,1966,1762,0,2,,0.0
Triplex,Côte-des-Neiges/Notre-Dame-de-Grâce,,529000,45.47077591,-73.60625158,Attached,1917,,0,0,,0.0
Duplex,Montréal-Nord,,459000,45.597521,-73.627924,Semi-detached,1955,4751,3,0,Basement 6 feet or +,0.0
Condo,Le Plateau-Mont-Royal,8 Rooms  2+0 Bedrooms  1+1 Bathrooms/Powder rooms  ,1795000,45.485587,-73.562745,Divided,2003,1502,0,2,,0.0
Condo,Le Plateau-Mont-Royal,4 Rooms  2+0 Bedrooms  2+0 Bathrooms/Powder rooms  ,579000,45.48642335,-73.56703041,Divided,2017,969,0,1,Adapted for reduced mobility Elevator,0.0
House,Rivière-des-Prairies/Pointe-aux-Trembles,8 Rooms  2+2 Bedrooms  1+0 Bathroom/Powder room  ,314000,45.69994438,-73.4854318,Bungalow Detached,2000,3878,2,0,Basement 6 feet or +,0.0
Triplex,Le Plateau-Mont-Royal,,659000,45.536545,-73.562378,Attached,1910,2051,1,0,,0.0
Condo,Lachine,6 Rooms  2+0 Bedrooms  1+0 Bathroom/Powder room  ,309000,45.437284,-73.68095013,Divided,2012,1162,0,1,,0.15
Townhouse,Rosemont/La,10 Rooms  3+1 Bedrooms  1+1 Bathrooms/Powder rooms  ,530000,45.554217,-73.558746,More than one storey Attached,2000,,1,1,Basement 6 feet or +,0.4
Condo,Mercier/Hochelaga-Maisonneuve,9 Rooms  3+2 Bedrooms  3+0 Bathrooms/Powder rooms  ,898000,45.59997226,-73.52237265,Undivided,2013,3656,4,2,Basement 6 feet or +,0.0
House,Beaconsfield,15 Rooms  4+2 Bedrooms  2+1 Bathrooms/Powder rooms  ,1175000,45.430366,-73.881468,Two or more storey Detached,1999,7000,4,2,,0.0
House,Ahuntsic-Cartierville,19 Rooms  4+1 Bedrooms  3+1 Bathrooms/Powder rooms  ,2399000,45.52085,-73.737822,Two or more storey Detached,2004,12002,4,3,Basement 6 feet or +,0.0
House,L'Île-Bizard/Sainte-Geneviève,8 Rooms  3+1 Bedrooms  2+0 Bathrooms/Powder rooms  ,479500,45.50623308,-73.86470225,Bungalow Detached,1992,7548,4,1,,0.0
House,Beaconsfield,13 Rooms  4+0 Bedrooms  2+1 Bathrooms/Powder rooms  ,998000,45.43237494,-73.88226683,Two or more storey Detached,1994,7986,4,2,Basement 6 feet or +,0.0
Triplex,Rivière-des-Prairies/Pointe-aux-Trembles,,489000,45.634483,-73.49697,Semi-detached,1987,4751,2,0,Basement 6 feet or +,0.0
Condo,Saint-Léonard,5 Rooms  2+0 Bedrooms  2+0 Bathrooms/Powder rooms  ,449000,45.58354505,-73.58336453,Divided,2003,1397,0,1,,0.0
House,Saint-Laurent,11 Rooms  3+1 Bedrooms  2+1 Bathrooms/Powder rooms  ,745000,45.50906063,-73.71513405,Two or more storey Attached,2005,1883,0,2,,0.0
House,Westmount,7 Rooms  3+1 Bedrooms  2+2 Bathrooms/Powder rooms  ,1449000,45.48685404,-73.59216034,Two or more storey Semi-detached,1966,1762,0,2,,0.0
Triplex,Côte-des-Neiges/Notre-Dame-de-Grâce,,529000,45.47077591,-73.60625158,Attached,1917,,0,0,,0.0
Duplex,Montréal-Nord,,459000,45.597521,-73.627924,Semi-detached,1955,4751,3,0,Basement 6 feet or +,0.0
Condo,Le Plateau-Mont-Royal,8 Rooms  2+0 Bedrooms  1+1 Bathrooms/Powder rooms  ,1795000,45.485587,-73.562745,Divided,2003,1502,0,2,,0.0
Condo,Le Plateau-Mont-Royal,4 Rooms  2+0 Bedrooms  2+0 Bathrooms/Powder rooms  ,579000,45.48642335,-73.56703041,Divided,2017,969,0,1,Adapted for reduced mobility Elevator,0.0
House,Rivière-des-Prairies/Pointe-aux-Trembles,8 Rooms  2+2 Bedrooms  1+0 Bathroom/Powder room  ,314000,45.69994438,-73.4854318,Bungalow Detached,2000,3878,2,0,Basement 6 feet or +,0.0
Triplex,Le Plateau-Mont-Royal,,659000,45.536545,-73.562378,Attached,1910,2051,1,0,,0.0
Condo,Lachine,6 Rooms  2+0 Bedrooms  1+0 Bathroom/Powder room  ,309000,45.437284,-73.68095013,Divided,2012,1162,0,1,,0.15
Townhouse,Rosemont/La,10 Rooms  3+1 Bedrooms  1+1 Bathrooms/Powder rooms  ,530000,45.554217,-73.558746,More than one storey Attached,2000,,1,1,Basement 6 feet or +,0.4
Condo,Mercier/Hochelaga-Maisonneuve,9 Rooms  3+2 Bedrooms  3+0 Bathrooms/Powder rooms  ,898000,45.59997226,-73.52237265,Undivided,2013,3656,4,2,Basement 6 feet or +,0.0
House,Beaconsfield,15 Rooms  4+2 Bedrooms  2+1 Bathrooms/Powder rooms  ,1175000,45.430366,-73.881468,Two or more storey Detached,1999,7000,4,2,,0.0
House,Ahuntsic-Cartierville,19 Rooms  4+1 Bedrooms  3+1 Bathrooms/Powder rooms  ,2399000,45.52085,-73.737822,Two or more storey Detached,2004,12002,4,3,Basement 6 feet or +,0.0
House,L'Île-Bizard/Sainte-Geneviève,8 Rooms  3+1 Bedrooms  2+0 Bathrooms/Powder rooms  ,479500,45.50623308,-73.86470225,Bungalow Detached,1992,7548,4,1,,0.0
House,Beaconsfield,13 Rooms  4+0 Bedrooms  2+1 Bathrooms/Powder rooms  ,998000,45.43237494,-73.88226683,Two or more storey Detached,1994,7986,4,2,Basement 6 feet or +,0.0
Triplex,Rivière-des-Prairies/Pointe-aux-Trembles,,489000,45.634483,-73.49697,Semi-detached,1987,4751,2,0,Basement 6 feet or +,0.0
Condo,Saint-Léonard,5 Rooms  2+0 Bedrooms  2+0 Bathrooms/Powder rooms  ,449000,45.58354505,-73.58336453,Divided,2003,1397,0,1,,0.0
House,Saint-Laurent,11 Rooms  3+1 Bedrooms  2+1 Bathrooms/Powder rooms  ,745000,45.50906063,-73.71513405,Two or more storey Attached,2005,1883,0,2,,0.0
House,Westmount,7 Rooms  3+1 Bedrooms  2+2 Bathrooms/Powder rooms  ,1449000,45.48685404,-73.59216034,Two or more storey Semi-detached,1966,1762,0,2,,0.0
Triplex,Côte-des-Neiges/Notre-Dame-de-Grâce,,529000,45.47077591,-73.60625158,Attached,1917,,0,0,,0.0
Duplex,Montréal-Nord,,459000,45.597521,-73.627924,Semi-detached,1955,4751,3,0,Basement 6 feet or +,0.0
Condo,Le Plateau-Mont-Royal,8 Rooms  2+0 Bedrooms  1+1 Bathrooms/Powder rooms  ,1795000,45.485587,-73.562745,Divided,2003,1502,0,2,,0.0
Condo,Le Plateau-Mont-Royal,4 Rooms  2+0 Bedrooms  2+0 Bathrooms/Powder rooms  ,579000,45.48642335,-73.56703041,Divided,2017,969,0,1,Adapted for reduced mobility Elevator,0.0
House,Rivière-des-Prairies/Pointe-aux-Trembles,8 Rooms  2+2 Bedrooms  1+0 Bathroom/Powder room  ,314000,45.69994438,-73.4854318,Bungalow Detached,2000,3878,2,0,Basement 6 feet or +,0.0
Triplex,Le Plateau-Mont-Royal,,659000,45.536545,-73.562378,Attached,1910,2051,1,0,,0.0
Condo,Lachine,6 Rooms  2+0 Bedrooms  1+0 Bathroom/Powder room  ,309000,45.437284,-73.68095013,Divided,2012,1162,0,1,,0.15
Townhouse,Rosemont/La,10 Rooms  3+1 Bedrooms  1+1 Bathrooms/Powder rooms  ,530000,45.554217,-73.558746,More than one storey Attached,2000,,1,1,Basement 6 feet or +,0.4
Condo,Mercier/Hochelaga-Maisonneuve,9 Rooms  3+2 Bedrooms  3+0 Bathrooms/Powder rooms  ,898000,45.59997226,-73.52237265,Undivided,2013,3656,4,2,Basement 6 feet or +,0.0
House,Beaconsfield,15 Rooms  4+2 Bedrooms  2+1 Bathrooms/Powder rooms  ,1175000,45.430366,-73.881468,Two or more storey Detached,1999,7000,4,2,,0.0
House,Ahuntsic-Cartierville,19 Rooms  4+1 Bedrooms  3+1 Bathrooms/Powder rooms  ,2399000,45.52085,-73.737822,Two or more storey Detached,2004,12002,4,3,Basement 6 feet or +,0.0
House,L'Île-Bizard/Sainte-Geneviève,8 Rooms  3+1 Bedrooms  2+0 Bathrooms/Powder rooms  ,479500,45.50623308,-73.86470225,Bungalow Detached,1992,7548,4,1,,0.0
House,Beaconsfield,13 Rooms  4+0 Bedrooms  2+1 Bathrooms/Powder rooms  ,998000,45.43237494,-73.88226683,Two or more storey Detached,1994,7986,4,2,Basement 6 feet or +,0.0
Triplex,Rivière-des-Prairies/Pointe-aux-Trembles,,489000,45.634483,-73.49697,Semi-detached,1987,4751,2,0,Basement 6 feet or +,0.0
Condo,Saint-Léonard,5 Rooms  2+0 Bedrooms  2+0 Bathrooms/Powder rooms  ,449000,45.58354505,-73.58336453,Divided,2003,1397,0,1,,0.0
House,Saint-Laurent,11 Rooms  3+1 Bedrooms  2+1 Bathrooms/Powder rooms  ,745000,45.50906063,-73.71513405,Two or more storey Attached,2005,1883,0,2,,0.0
House,Westmount,7 Rooms  3+1 Bedrooms  2+2 Bathrooms/Powder rooms  ,1449000,45.48685404,-73.59216034,Two or more storey Semi-detached,1966,1762,0,2,,0.0
Triplex,Côte-des-Neiges/Notre-Dame-de-Grâce,,529000,45.47077591,-73.60625158,Attached,1917,,0,0,,0.0
Duplex,Montréal-Nord,,459000,45.597521,-73.627924,Semi-detached,1955,4751,3,0,Basement 6 feet or +,0.0
Condo,Le Plateau-Mont-Royal,8 Rooms  2+0 Bedrooms  1+1 Bathrooms/Powder rooms  ,1795000,45.485587,-73.562745,Divided,2003,1502,0,2,,0.0
Condo,Le Plateau-Mont-Royal,4 Rooms  2+0 Bedrooms  2+0 Bathrooms/Powder rooms  ,579000,45.48642335,-73.56703041,Divided,2017,969,0,1,Adapted for reduced mobility Elevator,0.0
House,Rivière-des-Prairies/Pointe-aux-Trembles,8 Rooms  2+2 Bedrooms  1+0 Bathroom/Powder room  ,314000,45.69994438,-73.4854318,Bungalow Detached,2000,3878,2,0,Basement 6 feet or +,0.0
Triplex,Le Plateau-Mont-Royal,,659000,45.536545,-73.562378,Attached,1910,2051,1,0,,0.0
Condo,Lachine,6 Rooms  2+0 Bedrooms  1+0 Bathroom/Powder room  ,309000,45.437284,-73.68095013,Divided,2012,1162,0,1,,0.15
Townhouse,Rosemont/La,10 Rooms  3+1 Bedrooms  1+1 Bathrooms/Powder rooms  ,530000,45.554217,-73.558746,More than one storey Attached,2000,,1,1,Basement 6 feet or +,0.4
Condo,Mercier/Hochelaga-Maisonneuve,9 Rooms  3+2 Bedrooms  3+0 Bathrooms/Powder rooms  ,898000,45.59997226,-73.52237265,Undivided,2013,3656,4,2,Basement 6 feet or +,0.0
House,Beaconsfield,15 Rooms  4+2 Bedrooms  2+1 Bathrooms/Powder rooms  ,1175000,45.430366,-73.881468,Two or more storey Detached,1999,7000,4,2,,0.0
House,Ahuntsic-Cartierville,19 Rooms  4+1 Bedrooms  3+1 Bathrooms/Powder rooms  ,2399000,45.52085,-73.737822,Two or more storey Detached,2004,12002,4,3,Basement 6 feet or +,0.0
House,L'Île-Bizard/Sainte-Geneviève,8 Rooms  3+1 Bedrooms  2+0 Bathrooms/Powder rooms  ,479500,45.50623308,-73.86470225,Bungalow Detached,1992,7548,4,1,,0.0
House,Beaconsfield,13 Rooms  4+0 Bedrooms  2+1 Bathrooms/Powder rooms  ,998000,45.43237494,-73.88226683,Two or more storey Detached,1994,7986,4,2,Basement 6 feet or +,0.0
Triplex,Rivière-des-Prairies/Pointe-aux-Trembles,,489000,45.634483,-73.49697,Semi-detached,1987,4751,2,0,Basement 6 feet or +,0.0
Condo,Saint-Léonard,5 Rooms  2+0 Bedrooms  2+0 Bathrooms/Powder rooms  ,449000,45.58354505,-73.58336453,Divided,2003,1397,0,1,,0.0
House,Saint-Laurent,11 Rooms  3+1 Bedrooms  2+1 Bathrooms/Powder rooms  ,745000,45.50906063,-73.71513405,Two or more storey Attached,2005,1883,0,2,,0.0
House,Westmount,7 Rooms  3+1 Bedrooms  2+2 Bathrooms/Powder rooms  ,1449000,45.48685404,-73.59216034,Two or more storey Semi-detached,1966,1762,0,2,,0.0
Triplex,Côte-des-Neiges/Notre-Dame-de-Grâce,,529000,45.47077591,-73.60625158,Attached,1917,,0,0,,0.0
Duplex,Montréal-Nord,,459000,45.597521,-73.627924,Semi-detached,1955,4751,3,0,Basement 6 feet or +,0.0
Condo,Le Plateau-Mont-Royal,8 Rooms  2+0 Bedrooms  1+1 Bathrooms/Powder rooms  ,1795000,45.485587,-73.562745,Divided,2003,1502,0,2,,0.0
Condo,Le Plateau-Mont-Royal,4 Rooms  2+0 Bedrooms  2+0 Bathrooms/Powder rooms  ,579000,45.48642335,-73.56703041,Divided,2017,969,0,1,Adapted for reduced mobility Elevator,0.0
House,Rivière-des-Prairies/Pointe-aux-Trembles,8 Rooms  2+2 Bedrooms  1+0 Bathroom/Powder room  ,314000,45.69994438,-73.4854318,Bungalow Detached,2000,3878,2,0,Basement 6 feet or +,0.0
Triplex,Le Plateau-Mont-Royal,,659000,45.536545,-73.562378,Attached,1910,2051,1,0,,0.0
Condo,Lachine,6 Rooms  2+0 Bedrooms  1+0 Bathroom/Powder room  ,309000,45.437284,-73.68095013,Divided,2012,1162,0,1,,0.15
Townhouse,Rosemont/La,10 Rooms  3+1 Bedrooms  1+1 Bathrooms/Powder rooms  ,530000,45.554217,-73.558746,More than one storey Attached,2000,,1,1,Basement 6 feet or +,0.4
Condo,Mercier/Hochelaga-Maisonneuve,9 Rooms  3+2 Bedrooms  3+0 Bathrooms/Powder rooms  ,898000,45.59997226,-73.52237265,Undivided,2013,3656,4,2,Basement 6 feet or +,0.0
House,Beaconsfield,15 Rooms  4+2 Bedrooms  2+1 Bathrooms/Powder rooms  ,1175000,45.430366,-73.881468,Two or more storey Detached,1999,7000,4,2,,0.0
House,Ahuntsic-Cartierville,19 Rooms  4+1 Bedrooms  3+1 Bathrooms/Powder rooms  ,2399000,45.52085,-73.737822,Two or more storey Detached,2004,12002,4,3,Basement 6 feet or +,0.0
House,L'Île-Bizard/Sainte-Geneviève,8 Rooms  3+1 Bedrooms  2+0 Bathrooms/Powder rooms  ,479500,45.50623308,-73.86470225,Bungalow Detached,1992,7548,4,1,,0.0
House,Beaconsfield,13 Rooms  4+0 Bedrooms  2+1 Bathrooms/Powder rooms  ,998000,45.43237494,-73.88226683,Two or more storey Detached,1994,7986,4,2,Basement 6 feet or +,0.0
Triplex,Rivière-des-Prairies/Pointe-aux-Trembles,,489000,45.634483,-73.49697,Semi-detached,1987,4751,2,0,Basement 6 feet or +,0.0
Condo,Saint-Léonard,5 Rooms  2+0 Bedrooms  2+0 Bathrooms/Powder rooms  ,449000,45.58354505,-73.58336453,Divided,2003,1397,0,1,,0.0
House,Saint-Laurent,11 Rooms  3+1 Bedrooms  2+1 Bathrooms/Powder rooms  ,745000,45.50906063,-73.71513405,Two or more storey Attached,2005,1883,0,2,,0.0
House,Westmount,7 Rooms  3+1 Bedrooms  2+2 Bathrooms/Powder rooms  ,1449000,45.48685404,-73.59216034,Two or more storey Semi-detached,1966,1762,0,2,,0.0
Triplex,Côte-des-Neiges/Notre-Dame-de-Grâce,,529000,45.47077591,-73.60625158,Attached,1917,,0,0,,0.0
Duplex,Montréal-Nord,,459000,45.597521,-73.627924,Semi-detached,1955,4751,3,0,Basement 6 feet or +,0.0
Condo,Le Plateau-Mont-Royal,8 Rooms  2+0 Bedrooms  1+1 Bathrooms/Powder rooms  ,1795000,45.485587,-73.562745,Divided,2003,1502,0,2,,0.0
Condo,Le Plateau-Mont-Royal,4 Rooms  2+0 Bedrooms  2+0 Bathrooms/Powder rooms  ,579000,45.48642335,-73.56703041,Divided,2017,969,0,1,Adapted for reduced mobility Elevator,0.0
House,Rivière-des-Prairies/Pointe-aux-Trembles,8 Rooms  2+2 Bedrooms  1+0 Bathroom/Powder room  ,314000,45.69994438,-73.4854318,Bungalow Detached,2000,3878,2,0,Basement 6 feet or +,0.0
Triplex,Le Plateau-Mont-Royal,,659000,45.536545,-73.562378,Attached,1910,2051,1,0,,0.0
Condo,Lachine,6 Rooms  2+0 Bedrooms  1+0 Bathroom/Powder room  ,309000,45.437284,-73.68095013,Divided,2012,1162,0,1,,0.15
Townhouse,Rosemont/La,10 Rooms  3+1 Bedrooms  1+1 Bathrooms/Powder rooms  ,530000,45.554217,-73.558746,More than one storey Attached,2000,,1,1,Basement 6 feet or +,0.4
Condo,Mercier/Hochelaga-Maisonneuve,9 Rooms  3+2 Bedrooms  3+0 Bathrooms/Powder rooms  ,898000,45.59997226,-73.52237265,Undivided,2013,3656,4,2,Basement 6 feet or +,0.0
House,Beaconsfield,15 Rooms  4+2 Bedrooms  2+1 Bathrooms/Powder rooms  ,1175000,45.430366,-73.881468,Two or more storey Detached,1999,7000,4,2,,0.0
House,Ahuntsic-Cartierville,19 Rooms  4+1 Bedrooms  3+1 Bathrooms/Powder rooms  ,2399000,45.52085,-73.737822,Two or more storey Detached,2004,12002,4,3,Basement 6 feet or +,0.0
House,L'Île-Bizard/Sainte-Geneviève,8 Rooms  3+1 Bedrooms  2+0 Bathrooms/Powder rooms  ,479500,45.50623308,-73.86470225,Bungalow Detached,1992,7548,4,1,,0.0
House,Beaconsfield,13 Rooms  4+0 Bedrooms  2+1 Bathrooms/Powder rooms  ,998000,45.43237494,-73.88226683,Two or more storey Detached,1994,7986,4,2,Basement 6 feet or +,0.0
Triplex,Rivière-des-Prairies/Pointe-aux-Trembles,,489000,45.634483,-73.49697,Semi-detached,1987,4751,2,0,Basement 6 feet or +,0.0
Condo,Saint-Léonard,5 Rooms  2+0 Bedrooms  2+0 Bathrooms/Powder rooms  ,449000,45.58354505,-73.58336453,Divided,2003,1397,0,1,,0.0
House,Saint-Laurent,11 Rooms  3+1 Bedrooms  2+1 Bathrooms/Powder rooms  ,745000,45.50906063,-73.71513405,Two or more storey Attached,2005,1883,0,2,,0.0
House,Westmount,7 Rooms  3+1 Bedrooms  2+2 Bathrooms/Powder rooms  ,1449000,45.48685404,-73.59216034,Two or more storey Semi-detached,1966,1762,0,2,,0.0
Triplex,Côte-des-Neiges/Notre-Dame-de-Grâce,,529000,45.47077591,-73.60625158,Attached,1917,,0,0,,0.0
Duplex,Montréal-Nord,,459000,45.597521,-73.627924,Semi-detached,1955,4751,3,0,Basement 6 feet or +,0.0
Condo,Le Plateau-Mont-Royal,8 Rooms  2+0 Bedrooms  1+1 Bathrooms/Powder rooms  ,1795000,45.485587,-73.562745,Divided,2003,1502,0,2,,0.0
Condo,Le Plateau-Mont-Royal,4 Rooms  2+0 Bedrooms  2+0 Bathrooms/Powder rooms  ,579000,45.48642335,-73.56703041,Divided,2017,969,0,1,Adapted for reduced mobility Elevator,0.0
House,Rivière-des-Prairies/Pointe-aux-Trembles,8 Rooms  2+2 Bedrooms  1+0 Bathroom/Powder room  ,314000,45.69994438,-73.4854318,Bungalow Detached,2000,3878,2,0,Basement 6 feet or +,0.0
Triplex,Le Plateau-Mont-Royal,,659000,45.536545,-73.562378,Attached,1910,2051,1,0,,0.0
Condo,Lachine,6 Rooms  2+0 Bedrooms  1+0 Bathroom/Powder room  ,309000,45.437284,-73.68095013,Divided,2012,1162,0,1,,0.15
Townhouse,Rosemont/La,10 Rooms  3+1 Bedrooms  1+1 Bathrooms/Powder rooms  ,530000,45.554217,-73.558746,More than one storey Attached,2000,,1,1,Basement 6 feet or +,0.4
Condo,Mercier/Hochelaga-Maisonneuve,9 Rooms  3+2 Bedrooms  3+0 Bathrooms/Powder rooms  ,898000,45.59997226,-73.52237265,Undivided,2013,3656,4,2,Basement 6 feet or +,0.0
House,Beaconsfield,15 Rooms  4+2 Bedrooms  2+1 Bathrooms/Powder rooms  ,1175000,45.430366,-73.881468,Two or more storey Detached,1999,7000,4,2,,0.0
House,Ahuntsic-Cartierville,19 Rooms  4+1 Bedrooms  3+1 Bathrooms/Powder rooms  ,2399000,45.52085,-73.737822,Two or more storey Detached,2004,12002,4,3,Basement 6 feet or +,0.0
House,L'Île-Bizard/Sainte-Geneviève,8 Rooms  3+1 Bedrooms  2+0 Bathrooms/Powder rooms  ,479500,45.50623308,-73.86470225,Bungalow Detached,1992,7548,4,1,,0.0
House,Beaconsfield,13 Rooms  4+0 Bedrooms  2+1 Bathrooms/Powder rooms  ,998000,45.43237494,-73.88226683,Two or more storey Detached,1994,7986,4,2,Basement 6 feet or +,0.0
Triplex,Rivière-des-Prairies/Pointe-aux-Trembles,,489000,45.634483,-73.49697,Semi-detached,1987,4751,2,0,Basement 6 feet or +,0.0
Condo,Saint-Léonard,5 Rooms  2+0 Bedrooms  2+0 Bathrooms/Powder rooms  ,449000,45.58354505,-73.58336453,Divided,2003,1397,0,1,,0.0
House,Saint-Laurent,11 Rooms  3+1 Bedrooms  2+1 Bathrooms/Powder rooms  ,745000,45.50906063,-73.71513405,Two or more storey Attached,2005,1883,0,2,,0.0
House,Westmount,7 Rooms  3+1 Bedrooms  2+2 Bathrooms/Powder rooms  ,1449000,45.48685404,-73.59216034,Two or more storey Semi-detached,1966,1762,0,2,,0.0
Triplex,Côte-des-Neiges/Notre-Dame-de-Grâce,,529000,45.47077591,-73.60625158,Attached,1917,,0,0,,0.0
Duplex,Montréal-Nord,,459000,45.597521,-73.627924,Semi-detached,1955,4751,3,0,Basement 6 feet or +,0.0
Condo,Le Plateau-Mont-Royal,8 Rooms  2+0 Bedrooms  1+1 Bathrooms/Powder rooms  ,1795000,45.485587,-73.562745,Divided,2003,1502,0,2,,0.0
Condo,Rosemont/La,6 Rooms  2+0 Bedrooms  1+0 Bathroom/Powder room  ,235700,45.565064,-73.586818,Divided,2008,742,0,0,,0.4
House,Anjou,9 Rooms  3+0 Bedrooms  1+1 Bathrooms/Powder rooms  ,625000,45.60851869,-73.59199488,Two or more storey Semi-detached,2001,2634,0,0,,0.0
Condo,Rivière-des-Prairies/Pointe-aux-Trembles,7 Rooms  2+0 Bedrooms  1+0 Bathroom/Powder room  ,175000,45.65297586,-73.57461001,Divided,1988,936,0,0,,1.0
Condo,Pointe-Claire,6 Rooms  2+0 Bedrooms  1+0 Bathroom/Powder room  ,379500,45.45689647,-73.82452609,Divided,2015,896,0,1,Elevator,0.0
Condo,Ville-Marie,9 Rooms  3+0 Bedrooms  2+0 Bathrooms/Powder rooms  ,2350000,45.4963863,-73.55559273,Divided,2015,2160,0,2,Elevator,0.0
Duplex,Villeray/Saint-Michel/Parc-Extension,,350000,45.543124,-73.617195,Semi-detached,1953,2000,0,0,,0.5
Townhouse,Rivière-des-Prairies/Pointe-aux-Trembles,6 Rooms  2+1 Bedrooms  1+1 Bathrooms/Powder rooms  ,289000,45.663614,-73.557478,More than one storey Semi-detached,2004,3732,1,1,Basement 6 feet or +,0.0
Condo,Rivière-des-Prairies/Pointe-aux-Trembles,7 Rooms  2+0 Bedrooms  1+0 Bathroom/Powder room  ,194900,45.692955,-73.49138,Divided,2010,999,1,0,,0.0
House,Montréal-Nord,12 Rooms  4+0 Bedrooms  2+0 Bathrooms/Powder rooms  ,329000,45.583733,-73.642713,Two or more storey Detached,1948,,1,1,Basement 6 feet or +,0.0
Condo,Verdun/Île-des-Soeurs,4 Rooms  1+0 Bedroom  2+0 Bathrooms/Powder rooms  ,458000,45.450904,-73.54781,Divided,2001,934,0,2,Located on a fleuve (river) Navigable body of water Elevator,0.25
Duplex,Villeray/Saint-Michel/Parc-Extension,,349000,45.564071,-73.607682,Detached,1929,2268,0,0,,0.0
Condo,Ville-Marie,5 Rooms  1+0 Bedroom  1+0 Bathroom/Powder room  ,575000,45.49685361,-73.57177973,Divided,2016,665,0,0,,0.15
House,Dorval,14 Rooms  2+1 Bedrooms  2+0 Bathrooms/Powder rooms  ,593000,45.44103842,-73.72665092,Bungalow Detached,1980,8120,2,2,Basement 6 feet or +,0.0
Duplex,LaSalle,,605000,45.437599,-73.619773,Attached,1971,2407,2,2,Basement 6 feet or +,0.0
House,Montréal-Nord,8 Rooms  3+0 Bedrooms  1+1 Bathrooms/Powder rooms  ,239900,45.60714189,-73.62318855,Two or more storey Attached,1958,1527,2,0,Basement 6 feet or +,0.0
House,Pierrefonds-Roxboro,14 Rooms  4+1 Bedrooms  2+1 Bathrooms/Powder rooms  ,554900,45.45398726,-73.93282985,Two or more storey Detached,2012,6512,2,1,Navigable body of water Basement 6 feet or +,0.0
Condo,Ville-Marie,7 Rooms  3+0 Bedrooms  2+1 Bathrooms/Powder rooms  ,1410000,45.49966956,-73.57578278,Divided,2006,2099,0,1,Elevator,0.5
House,Kirkland,17 Rooms  4+1 Bedrooms  3+1 Bathrooms/Powder rooms  ,777000,45.447159,-73.858005,Two or more storey Detached,1969,5931,4,2,,0.0
House,Ahuntsic-Cartierville,9 Rooms  3+1 Bedrooms  2+0 Bathrooms/Powder rooms  ,419000,45.567798,-73.644415,Bungalow Semi-detached,1957,2639,1,0,,0.0
Condo,Rosemont/La,6 Rooms  2+0 Bedrooms  1+0 Bathroom/Powder room  ,235700,45.565064,-73.586818,Divided,2008,742,0,0,,0.4
House,Anjou,9 Rooms  3+0 Bedrooms  1+1 Bathrooms/Powder rooms  ,625000,45.60851869,-73.59199488,Two or more storey Semi-detached,2001,2634,0,0,,0.0
Condo,Rivière-des-Prairies/Pointe-aux-Trembles,7 Rooms  2+0 Bedrooms  1+0 Bathroom/Powder room  ,175000,45.65297586,-73.57461001,Divided,1988,936,0,0,,1.0
Condo,Pointe-Claire,6 Rooms  2+0 Bedrooms  1+0 Bathroom/Powder room  ,379500,45.45689647,-73.82452609,Divided,2015,896,0,1,Elevator,0.0
Condo,Ville-Marie,9 Rooms  3+0 Bedrooms  2+0 Bathrooms/Powder rooms  ,2350000,45.4963863,-73.55559273,Divided,2015,2160,0,2,Elevator,0.0
Duplex,Villeray/Saint-Michel/Parc-Extension,,350000,45.543124,-73.617195,Semi-detached,1953,2000,0,0,,0.5
Townhouse,Rivière-des-Prairies/Pointe-aux-Trembles,6 Rooms  2+1 Bedrooms  1+1 Bathrooms/Powder rooms  ,289000,45.663614,-73.557478,More than one storey Semi-detached,2004,3732,1,1,Basement 6 feet or +,0.0
Condo,Rivière-des-Prairies/Pointe-aux-Trembles,7 Rooms  2+0 Bedrooms  1+0 Bathroom/Powder room  ,194900,45.692955,-73.49138,Divided,2010,999,1,0,,0.0
House,Montréal-Nord,12 Rooms  4+0 Bedrooms  2+0 Bathrooms/Powder rooms  ,329000,45.583733,-73.642713,Two or more storey Detached,1948,,1,1,Basement 6 feet or +,0.0
Condo,Verdun/Île-des-Soeurs,4 Rooms  1+0 Bedroom  2+0 Bathrooms/Powder rooms  ,458000,45.450904,-73.54781,Divided,2001,934,0,2,Located on a fleuve (river) Navigable body of water Elevator,0.25
Duplex,Villeray/Saint-Michel/Parc-Extension,,349000,45.564071,-73.607682,Detached,1929,2268,0,0,,0.0
Condo,Ville-Marie,5 Rooms  1+0 Bedroom  1+0 Bathroom/Powder room  ,575000,45.49685361,-73.57177973,Divided,2016,665,0,0,,0.15
House,Dorval,14 Rooms  2+1 Bedrooms  2+0 Bathrooms/Powder rooms  ,593000,45.44103842,-73.72665092,Bungalow Detached,1980,8120,2,2,Basement 6 feet or +,0.0
Duplex,LaSalle,,605000,45.437599,-73.619773,Attached,1971,2407,2,2,Basement 6 feet or +,0.0
House,Montréal-Nord,8 Rooms  3+0 Bedrooms  1+1 Bathrooms/Powder rooms  ,239900,45.60714189,-73.62318855,Two or more storey Attached,1958,1527,2,0,Basement 6 feet or +,0.0
